N,Z,element,be_per_a,beta_decay_energy,atomic_mass,s2n,s2p,qa,q2b,qep,qbn,s1n,s1p,q4b,qda,qpa,qna
44,42,Mo,8.434709000000002,-12.540000000000001,85.931174817,26.083000000000002,7.2665,-2.90387,-24.34,1.77597,-26.332,14.671809999999999,5.11954,,7.81928,-1.69011,7.4478100000000005
43,43,Tc,8.28,-11.8,85.944637,30.013,4.93,-1.905,,7.42,-28.692,13.792,1.35,,13.311,-0.366,11.632
42,44,Ru,8.133000000000001,,85.957305,,0.178,-1.825,,10.451,,16.892,1.209,,8.641,-3.586,12.216000000000001
56,31,Ga,8.129,14.828000000000001,86.968599,5.543,,,26.368000000000002,,12.079,3.242,,44.642,6.691,7.5440000000000005,
55,32,Ge,8.290000000000001,11.540000000000001,86.95268,7.098,33.426,-10.213000000000001,22.348,,6.813,2.75,17.288,36.631,6.482,4.873,-6.502
54,33,As,8.413851000000001,10.808218,86.940291718,8.5714,30.347,-8.7857,18.273770000000003,-28.827,6.81394,4.72708,13.50696,28.97988,8.21632,7.39458,-5.884
53,34,Se,8.529091000000001,7.465552,86.928688618,10.15512,27.880650000000003,-7.87461,14.2834,-24.31517,1.1348099999999999,3.9942800000000003,14.75295,18.45394,7.47383,4.29149,-2.6313000000000004
52,35,Br,8.60591,6.817845,86.920674018,11.45884,25.28047,-6.647270000000001,10.70611,-22.2185,1.30267,6.33074,10.67748,9.126700000000001,9.23277,6.920100000000001,-2.3917100000000002
51,36,Kr,8.675283,3.8882689999999998,86.913354759,15.371830000000001,22.87383,-7.79391,4.17054,-17.495330000000003,-6.03385,5.51517,12.36624,-1.3623800000000001,8.57675,1.93762,0.8846
50,37,Rb,8.710983,0.282275,86.909180531,18.57309,20.60026,-8.009,-1.5794100000000002,-16.25451,-8.14602,9.92211,8.6211,-10.7233,7.593350000000001,2.7056,-1.1683
49,38,Sr,8.705236000000001,-1.86169,86.90887749615,19.91942,17.97768,-7.31435,-5.53293,-8.90337,-13.66829,8.42829,9.42204,-17.99526,7.99807,-0.25705,3.20567
48,39,Y,8.674843999999998,-3.671239,86.910876102,21.31889,15.42899,-6.37266,-9.143889999999999,-7.560350000000001,-13.12068,11.806600000000001,5.784260000000001,-25.32833,8.79571,2.49525,2.38699
47,40,Zr,8.623654,-5.472651,86.914817339,22.314580000000003,12.8218,-4.97445,-12.46233,-2.11302,-18.2844,9.449440000000001,7.353020000000001,-33.827,9.20579,-0.58865,6.94883
46,41,Nb,8.551757,-6.989678,86.920692472,23.73744,10.610299999999999,-4.0937399999999995,-16.184440000000002,-1.8803699999999999,-17.83556,12.81175,3.19444,,10.011510000000001,2.41125,5.66635
45,42,Mo,8.462424,-9.194764,86.928196201,25.517689999999998,8.28756,-3.39807,-21.365000000000002,3.7952399999999997,-23.386,10.84588,5.03972,,10.10567,-0.80204,10.183280000000002
44,43,Tc,8.347744,-12.17,86.938067187,27.983,5.98831,-2.5588800000000003,,4.15504,-25.991,14.191,0.86877,,10.53051,1.344,9.17508
43,44,Ru,8.199,,86.951132,30.713,2.588,-1.605,,11.301,,13.821,1.239,,11.041,-2.956,14.296000000000001
56,32,Ge,8.243,10.582,87.95691,6.881,,-10.633000000000001,23.746000000000002,,7.409,4.131,18.177,39.553,4.652,4.575,-9.261000000000001
55,33,As,8.354000000000001,13.164,87.94555,7.9,31.218,-9.057,19.996,-28.759,7.635,3.173,13.931000000000001,31.889,9.391,7.268,-5.224
54,34,Se,8.495004000000002,6.8317630000000005,87.931417491,9.52366,29.062220000000003,-8.160680000000001,15.80709,-27.095,1.93616,5.52939,15.55526,24.037419999999997,5.78875,4.1690000000000005,-5.11437
53,35,Br,8.563747,8.975327,87.924083291,11.22634,26.33176,-7.287310000000001,11.893040000000001,-22.38702,1.92225,4.895600000000001,11.5788,13.58306,10.49801,6.56173,-1.8804100000000001
52,36,Kr,8.656849000000001,2.917709,87.914447881,12.56825,23.766060000000003,-6.16848,8.23033,-20.55413,-3.16481,7.0530800000000005,13.08858,3.93759,6.651770000000001,3.74824,-1.63125
51,37,Rb,8.681115,5.312622999999999,87.911315591,16.00464,21.55468,-7.25083,1.69002,-16.00629,-5.80025,6.082520000000001,9.18844,-6.43541,11.36748,3.7353899999999998,1.61288
50,38,Sr,8.732595,-3.6226,87.90561225561,19.54116,19.23389,-7.9072,-4.29275,-14.50107,-12.97456,11.112870000000001,10.6128,-15.23507,5.536180000000001,-0.8902300000000001,-0.79489
49,39,Y,8.682539,-0.670147,87.909501276,21.15856,16.12997,-6.96497,-8.12543,-6.9902,-13.023200000000001,9.35196,6.7079200000000005,-22.617700000000003,10.93488,1.66832,3.51471
48,40,Zr,8.666032999999999,-7.455284,87.910220709,21.802490000000002,13.68372,-5.4042200000000005,-10.94233,-6.03778,-17.8257,12.35305,7.89947,-29.289,6.36502,-0.9226900000000001,3.12081
47,41,Nb,8.572424000000002,-3.487042,87.918224287,23.18217,11.468440000000001,-4.70407,-14.492270000000001,-0.44418,-17.3601,10.370420000000001,4.11542,-39.313,12.50623,1.86566,7.31494
46,42,Mo,8.523908,-11.005229,87.921967781,24.71893,9.29547,-3.68977,-18.347,-0.62838,-23.06782,13.87305,6.10103,,7.15832,-1.54281,6.135050000000001
45,43,Tc,8.389958,-7.3420000000000005,87.933782381,26.254,7.1251999999999995,-2.8875100000000002,-24.821,4.9042,-24.232,12.06259,2.08548,,13.13974,0.69249,10.244760000000001
44,44,Ru,8.298,-17.479,87.941664,30.712,4.807,-2.594,,5.256,,16.891000000000002,3.939,,7.941,-3.626,8.817
43,45,Rh,8.09,,87.960429,,-0.132,-1.585,,13.541,,,-1.371,,13.621,-1.046,14.636000000000001
57,32,Ge,8.169,13.069,88.96379,5.7940000000000005,,-10.924,25.263,,8.919,1.663,,42.806,6.231,5.214,
56,33,As,8.307,12.194,88.94976,7.323,32.126,-9.374,21.476,,9.015,4.15,13.949,34.914,7.9910000000000005,7.466,-7.072
55,34,Se,8.435279000000001,9.281872,88.936669059,8.7089,29.492,-8.29389,17.54339,-26.143,3.65225,3.1795100000000005,15.562000000000001,27.216630000000002,7.33632,4.833810000000001,-3.94607
54,35,Br,8.530779,8.261522000000001,88.926704559,10.52522,27.2343,-7.5100299999999995,13.43813,-24.843,3.34571,5.62962,11.67904,19.43409,8.86267,7.092960000000001,-3.66572
53,36,Kr,8.614815,5.176604,88.91783545,11.9689,24.6876,-6.54706,9.67323,-19.94056,-1.9981099999999998,4.91582,13.108799999999999,8.339780000000001,8.0667,3.9605200000000003,-0.38622
52,37,Rb,8.664189,4.496627999999999,88.912278137,13.25723,22.398650000000004,-5.56184,5.99596,-18.285400000000003,-1.86209,7.17471,9.31007,-1.08718,9.70794,6.41733,-0.43373
51,38,Sr,8.705922000000001,1.499336,88.907450808,17.471580000000003,20.07744,-7.153600000000001,-1.33346,-13.806700000000001,-9.98132,6.358720000000001,10.88899,-11.19408,9.09958,1.40203,2.70305
50,39,Y,8.713978,-2.832792,88.905841205,20.832610000000003,17.6885,-7.96594,-7.08314,-12.38833,-12.1508,11.48065,7.07571,-20.3135,7.88252,1.67879,0.68504
49,40,Zr,8.673359000000001,-4.250350999999999,88.908882332,21.67106,14.573440000000002,-6.1972,-9.860629999999999,-4.24291,-16.773290000000003,9.318010000000001,7.8655100000000004,-26.615000000000002,8.853620000000001,-0.72842,5.2939300000000005
48,41,Nb,8.616812,-5.610275,88.913445272,22.89336,12.18477,-5.208,-13.230360000000001,-3.61516,-16.00998,12.52294,4.285310000000001,-34.765,9.43273,2.20786,4.304279999999999
47,42,Mo,8.544984000000001,-7.620087000000001,88.91946815,24.272759999999998,10.24574,-4.26466,-16.755,1.32497,-21.40494,10.399709999999999,6.13032,,9.57036,-1.0168300000000001,8.60048
46,43,Tc,8.450575,-9.135,88.92764865,25.84744,8.0983,-3.54009,-21.534,1.48977,-21.127,13.78485,1.99727,,10.20077,1.57945,7.38561
45,44,Ru,8.339,-12.4,88.937455,28.883,5.953,-3.1750000000000003,,7.1370000000000005,-29.471,11.992,3.868,,10.141,-1.826,11.496
44,45,Rh,8.191,,88.950767,,2.749,-2.436,,8.532,,17.072,-1.19,,10.370000000000001,-1.226,11.356
58,32,Ge,8.118,12.109,89.96863,5.226,,,26.579,,9.506,3.563,,45.738,,4.893,
57,33,As,8.244,14.47,89.95563,6.753,,-9.676,22.67,,9.591000000000001,2.603,14.89,38.034,9.518,7.612,-6.434
56,34,Se,8.395766,8.200081,89.940096,8.05866,30.240000000000002,-8.825209999999998,19.159029999999998,-29.36,4.40273,4.8791400000000005,16.291,30.14791,5.63,4.68174,-6.0760000000000005
55,35,Br,8.478185999999999,10.958952,89.93129285,9.426969999999999,27.858,-7.46307,15.36411,-24.491,4.46417,3.79735,12.29688,22.493759999999998,10.594700000000001,7.28988,-2.7359899999999997
54,36,Kr,8.591259,4.4051540000000005,89.91952793,11.4106,25.653000000000002,-6.881,10.98888,-23.255830000000003,-1.3181800000000001,6.4947799999999996,13.97396,13.81329,6.467510000000001,3.7964800000000003,-2.88672
53,37,Rb,8.631512,6.583723,89.914798803,12.898040000000002,23.22639,-6.15707,7.12966,-18.37911,-1.2267000000000001,5.72333,10.11759,3.29712,11.037690000000001,6.20917,0.17367
52,38,Sr,8.695972,0.545934,89.907730885,14.16914,20.83478,-5.10738,2.82441,-16.701310000000003,-6.31109,7.81043,11.524709999999999,-5.77562,7.37167,3.5137199999999997,0.4078
51,39,Y,8.693344999999999,2.278474,89.9071448,18.337680000000002,18.463009999999997,-6.17198,-3.83254,-12.07064,-9.68982,6.85703,7.574020000000001,-15.76937,12.13836,3.25006,3.7501300000000004
50,40,Zr,8.709969,-6.111015999999999,89.904698758,21.2863,15.42886,-6.67436,-8.60003,-9.85249,-16.21864,11.968290000000001,8.35315,-23.888740000000002,6.23729,-0.8901,1.7539300000000002
49,41,Nb,8.633376,-2.4890160000000003,89.911259204,22.63057,12.94044,-5.803350000000001,-11.93683,-2.24214,-15.7179,10.107629999999999,5.07493,-30.962,11.67816,1.54967,6.00326
48,42,Mo,8.597028,-9.447816000000001,89.913931272,23.62859,11.12157,-4.6284,-15.28871,-2.5859099999999997,-20.84897,13.22889,6.83626,-40.463,6.71189,-1.4339600000000001,4.82104
47,43,Tc,8.483359,-5.840895000000001,89.924073921,25.18601,9.129040000000002,-4.01555,-19.025000000000002,2.6115500000000003,-20.536,11.40116,2.99872,,12.67266,1.02418,8.7962
46,44,Ru,8.409768,-13.184000000000001,89.930344379,26.687,6.775189999999999,-3.1984600000000003,-25.174,2.8421700000000003,-27.094,14.695,4.77792,,7.50833,-2.3296900000000003,7.64742
45,45,Rh,8.255,-11.99,89.944498,30.982,4.596,-2.5540000000000003,,8.406,,13.91,0.728,,13.351,-1.315,11.637
44,46,Pd,8.113,,89.95737,,-0.052000000000000005,-2.364,,11.262,,,1.1380000000000001,,7.861,,11.457
58,33,As,8.193,13.684000000000001,90.96039,6.2410000000000005,,-10.072000000000001,24.211000000000002,,10.832,3.637,14.964,40.849000000000004,7.5440000000000005,8.106,
57,34,Se,8.334837,10.527169,90.9457,7.73037,31.429000000000002,-8.927,20.39384,-28.648,5.34886,2.8512199999999996,16.539,33.0718,6.929,5.0040000000000004,-4.796
56,35,Br,8.441923000000001,9.866671,90.934398618,8.97566,28.887,-7.914300000000001,16.63774,-27.066,5.780640000000001,5.178310000000001,12.59605,25.244,8.5959,7.64096,-4.741
55,36,Kr,8.541751,6.771072,90.92380631,10.58081,26.55951,-6.97276,12.677959999999999,-22.46272,0.31912,4.08603,14.26264,16.921599999999998,8.0111,4.606050000000001,-1.4433699999999998
54,37,Rb,8.607561,5.906890000000001,90.916537265,12.17528,24.04871,-6.27828,8.60626,-21.03371,0.13177000000000003,6.45195,10.074760000000001,8.892959999999999,9.50155,6.810300000000001,-1.3826800000000001
53,38,Sr,8.663875,2.6993690000000004,90.910195958,13.585540000000002,21.694080000000003,-5.367319999999999,4.24364,-15.98165,-5.22918,5.77512,11.57649,-1.44311,8.771270000000001,3.82112,1.68576
52,39,Y,8.684941,1.544271,90.907298066,14.78558,19.216849999999997,-4.17842,0.28670999999999996,-14.275860000000002,-5.65008,7.92855,7.69214,-10.36465,10.56853,6.43438,1.9041
51,40,Zr,8.693314,-1.257565,90.905640223,19.16264,16.26449,-5.4404200000000005,-5.6867399999999995,-9.23641,-13.30536,7.194350000000001,8.69047,-19.65574,10.52359,1.26751,5.6724499999999995
50,41,Nb,8.670897000000002,-4.429180000000001,90.906990274,22.15543,13.50759,-6.0445400000000005,-10.65135,-7.43291,-14.53682,12.047799999999999,5.15444,-28.068,8.94837,1.8549200000000001,3.30742
49,42,Mo,8.613628,-6.222175,90.911745195,23.33652,11.911200000000001,-5.286600000000001,-13.969,-0.72526,-19.55545,10.10764,6.836270000000001,-36.279,9.12719,-1.17118,7.06645
48,43,Tc,8.536655000000001,-7.746824,90.918424975,24.73443,9.93938,-4.5370800000000004,-17.417,-0.6141000000000001,-19.17417,13.33328,3.10311,,9.739090000000001,1.5639500000000002,5.833340000000001
47,44,Ru,8.442928,-9.67,90.926741532,26.122,7.80283,-3.77993,-22.31,4.6437100000000004,-24.611,11.42735,4.80411,,9.86583,-1.69445,10.09312
46,45,Rh,8.328,-12.639000000000001,90.937123,28.852,5.753,-3.3040000000000003,,4.866,-26.931,14.941,0.975,,10.402000000000001,0.634,8.758000000000001
45,46,Pd,8.181000000000001,,90.950692,,2.248,-2.835,,11.665000000000001,,14.292,1.5190000000000001,,10.641,-4.206,14.056000000000001
59,33,As,8.127,15.742,91.96674,5.7940000000000005,,,25.251,,11.527000000000001,2.156,,43.791000000000004,8.950000000000001,7.612,
58,34,Se,8.290000000000001,9.509,91.94984,7.066,32.081,-9.011000000000001,22.046,,6.312,4.215,17.116,36.144,5.317,4.939,-7.348
57,35,Br,8.384911,12.536513999999999,91.939631597,8.37514,29.48,-7.938,18.539630000000002,-26.625,6.669840000000001,3.19683,12.94165,28.58369,10.27822,7.623640000000001,-3.7880000000000003
56,36,Kr,8.512674,6.003118000000001,91.926173094,9.9527,27.547040000000003,-7.31004,14.098040000000001,-25.47817,0.9044,5.86667,14.951,19.689709999999998,5.94178,4.369,-4.13053
55,37,Rb,8.569422000000001,8.094923,91.919728481,11.55067,25.350080000000002,-6.48139,10.04405,-20.95411,0.8081699999999999,5.09872,11.08744,11.680850000000001,10.897620000000002,6.6274,-0.85177
54,38,Sr,8.648906,1.949132,91.911038224,13.06187,22.48605,-5.6009899999999995,5.591670000000001,-19.18237,-4.5873800000000005,7.2867500000000005,12.411290000000001,3.94122,7.2078500000000005,3.70908,-0.68517
53,39,Y,8.661589,3.642535,91.908945745,14.46506,20.03003,-4.63241,1.6368,-14.360430000000001,-4.99224,6.536510000000001,8.45354,-5.8908000000000005,11.842440000000002,6.2565800000000005,2.5423000000000004
52,40,Zr,8.692678,-2.005736,91.905035322,15.82913,17.08884,-2.96233,-1.65045,-12.09607,-9.89234,8.634780000000001,9.396700000000001,-14.15783,8.745840000000001,4.11338,3.39639
51,41,Nb,8.662372,0.355284,91.907188568,19.93441,14.53717,-4.57919,-7.5276000000000005,-7.39097,-12.315790000000002,7.88661,5.8467,-23.4542,13.03005,3.2863200000000004,6.90146
50,42,Mo,8.657729999999999,-7.882884,91.906807155,22.77871,12.61398,-5.60462,-12.50738,-6.20198,-18.893250000000002,12.67107,7.45955,-32.229,6.56375,-1.31931,3.71339
49,43,Tc,8.563543,-4.624492,91.915269779,24.34364,10.842110000000002,-5.177020000000001,-15.92661,0.42334,-18.757189999999998,11.01036,4.00584,-41.795,11.95762,0.9532999999999999,7.3459200000000004
48,44,Ru,8.504773,-11.302114,91.920234375,25.56004,8.70664,-4.03957,-19.721,0.61865,-23.803,14.132700000000002,5.60353,,7.13429,-2.0423,6.36014
47,45,Rh,8.37342,-8.419,91.932367694,27.442,6.85234,-3.74269,-25.869,5.69859,-25.14,12.501,2.04823,,12.59551,0.125,10.04216
46,46,Pd,8.273,-17.45,91.941406,31.013,4.274,-2.665,,6.371,,16.721,3.299,,7.831,-3.855,9.327
45,47,Ag,8.075,,91.960139,,0.008,-2.695,,14.15,,,-1.5110000000000001,,13.290000000000001,,14.377
59,34,Se,8.223,12.175,92.95629,6.2780000000000005,,-9.411,23.42,,7.446,2.063,17.023,39.37,6.892,5.479,-5.848
58,35,Br,8.345598,11.245765,92.94322,7.92557,30.572,-8.517,19.72967,-29.198,7.8077700000000005,4.72874,13.455,31.336930000000002,8.4007,7.77404,-5.913
57,36,Kr,8.458108000000001,8.483906999999999,92.931147174,9.30466,28.13381,-7.56852,15.94984,-24.701,2.5651300000000004,3.4379899999999997,15.19216,22.986040000000003,7.68211,4.7283599999999995,-2.6893800000000003
56,37,Rb,8.54092,7.465938,92.922039325,11.0175,26.09055,-6.77055,11.60726,-23.67607,2.1761399999999997,5.91878,11.13955,14.59294,9.06487,7.203399999999999,-2.9732
55,38,Sr,8.612787,4.141319,92.914024311,12.57655,23.68981,-5.974970000000001,7.0361899999999995,-18.605490000000003,-3.3406599999999997,5.28979,12.60237,6.721229999999999,8.370000000000001,4.14262,0.51981
54,39,Y,8.648905000000001,2.894875,92.909578422,14.0185,21.06006,-4.93968,2.98568,-16.743689999999997,-3.83945,7.48198,8.64877,-0.62105,10.135580000000001,6.58503,0.78365
53,40,Zr,8.67162,0.090806,92.906470646,15.369100000000001,18.04805,-3.33793,-0.31495999999999996,-11.54364,-8.74006,6.734319999999999,9.59451,-9.90532,9.94007,4.23608,4.4725
52,41,Nb,8.664183999999999,-0.405769,92.906373161,16.717470000000002,15.43948,-1.9294000000000002,-3.60673,-9.685319999999999,-8.47558,8.830860000000001,6.04278,-18.201040000000003,11.39353,6.42375,4.92762
51,42,Mo,8.651409,-3.2009630000000002,92.906808773,20.74088,13.48944,-4.35642,-9.59036,-5.63701,-15.95269,8.06981,7.64275,-27.806,10.54174,0.71851,7.61187
50,43,Tc,8.608577,-6.389393,92.910245149,23.76209,11.54605,-5.405810000000001,-14.59431,-4.44178,-17.37622,12.75173,4.0865,-37.339,9.31352,1.43045,4.70182
49,44,Ru,8.531462,-8.204913000000001,92.917104444,25.11952,9.58583,-4.62669,-18.216,2.30289,-22.28894,10.98683,5.57999,,9.48074,-1.6279700000000001,8.60219
48,45,Rh,8.434825,-10.011000000000001,92.925912781,26.585,7.60309,-4.04187,-22.744,2.62492,-22.503,14.08403,1.99957,,9.93883,0.73605,7.3592900000000006
47,46,Pd,8.319,-12.734,92.93666,29.213,5.339,-3.166,,8.011000000000001,-29.942,12.492,3.291,,10.279,-2.437,11.529
46,47,Ag,8.173,,92.95033,,2.2760000000000002,-2.832,,9.443,,17.208000000000002,-1.024,,10.374,-1.694,11.079
60,34,Se,8.18,10.597,93.96049,6.222,,-10.007,24.544,,8.016,4.159,,42.042,4.889,4.957,
59,35,Br,8.284,13.948,93.949114,7.3100000000000005,30.996000000000002,-8.495000000000001,21.163,,8.665000000000001,2.581,13.973,34.951,10.035,8.044,-4.857
58,36,Kr,8.424331,7.215013,93.934140454,8.72109,29.202,-7.97247,17.49794,-27.921,3.20081,5.2830900000000005,15.74651,25.92155,5.59584,4.6235800000000005,-5.12125
57,37,Rb,8.492764,10.282926,93.926394818,9.93298,26.907919999999997,-6.9874,13.788680000000001,-22.96153,3.45174,4.0142,11.715760000000001,17.806279999999997,10.917340000000001,7.27523,-1.8090899999999999
56,38,Sr,8.593834000000001,3.505752,93.915355643,12.12098,24.65433,-6.311380000000001,8.42361,-21.99869,-2.68987,6.831189999999999,13.514780000000002,9.56835,6.63753,3.76338,-2.22534
55,39,Y,8.622806,4.917859000000001,93.911592063,13.6776,22.15697,-5.41197,4.0176,-17.02053,-3.30075,6.19562,9.554590000000001,1.8068499999999998,11.226700000000001,6.16452,1.0399800000000001
54,40,Zr,8.666801,-0.9002600000000001,93.906312524,14.95293,18.9799,-3.7461100000000003,1.14474,-14.47245,-8.1278,8.21861,10.33114,-4.6857299999999995,8.25798,3.9460300000000004,2.02901
53,41,Nb,8.648901,2.045002,93.907278992,16.0584,16.13051,-2.29992,-2.21075,-9.43088,-7.633310000000001,7.22754,6.5360000000000005,-13.461450000000001,12.80077,6.390560000000001,5.62863
52,42,Mo,8.662333,-4.255748,93.905083592,17.74812,14.53298,-2.0664499999999997,-5.83047,-8.581,-12.879280000000001,9.67831,8.490200000000002,-22.311799999999998,8.75003,3.08799,5.1278999999999995
51,43,Tc,8.608736,-1.574726,93.909652325,21.375259999999997,12.282969999999999,-3.92171,-11.2507,-4.23445,-15.012920000000001,8.62353,4.64022,-31.749000000000002,13.36107,2.91456,8.12609
50,44,Ru,8.583661000000001,-9.675977999999999,93.911342863,24.42502,10.35296,-4.836,-16.48132,-3.06549,-21.64311,13.4382,6.26646,-42.444,7.05291,-1.73289,5.27163
49,45,Rh,8.472402,-6.805345,93.921730453,26.05116,8.55986,-4.60784,-20.498,3.40952,-21.978,11.96713,2.97987,,12.10439,0.19626,8.725430000000001
48,46,Pd,8.391682000000001,-13.693,93.929036292,27.665,6.37901,-3.64339,-25.962,3.8254699999999997,-27.906,15.173,4.37944,,7.60762,-2.669,7.78396
47,47,Ag,8.238,-12.27,93.943736,31.422,3.988,-3.1350000000000002,,9.313,,14.214,0.6980000000000001,,12.881,-1.615,11.806000000000001
46,48,Cd,8.099,,93.956908,,0.138,-2.855,,11.572000000000001,,,1.162,,7.7010000000000005,,11.437
61,34,Se,8.112,13.311,94.9673,5.8870000000000005,,,25.699,,8.869,1.728,,44.660000000000004,,5.386,
60,35,Br,8.244,12.388,94.95301,7.023000000000001,,-9.299,22.121000000000002,,9.506,4.442,14.257,37.438,7.656000000000001,7.817,-7.143
59,36,Kr,8.365995000000002,9.73258,94.939710923,8.16555,30.021,-8.0037,18.96064,-26.645,4.33255,2.88246,16.048000000000002,29.50103,7.44212,4.93795,-3.789
58,37,Rb,8.460208000000002,9.228058,94.929262568,9.41423,27.5792,-7.20911,15.317350000000001,-25.78,4.882899999999999,5.40003,11.832690000000001,20.894759999999998,8.955309999999999,7.74188,-4.01229
57,38,Sr,8.549111000000002,6.089296,94.91935584,11.176350000000001,25.5615,-6.5705,10.54039,-21.06075,-0.83941,4.34516,13.84574,12.59231,8.21116,4.51694,-0.7038300000000001
56,39,Y,8.604973,4.451092,94.912818711,13.124319999999999,23.16689,-5.88873,5.5774099999999995,-19.935029999999998,-2.01084,6.9287,9.65211,4.8124899999999995,9.5878,6.52257,-0.79001
55,40,Zr,8.643592,1.126318,94.908040267,14.68054,20.152040000000003,-4.432930000000001,2.05192,-14.103200000000001,-7.36219,6.461930000000001,10.59745,-2.2021900000000003,9.278020000000001,4.0206100000000005,2.8538200000000002
54,41,Nb,8.647212,0.925601,94.906831115,15.71605,17.137040000000002,-2.85988,-0.7649199999999999,-11.72377,-6.443510000000001,8.48851,6.80591,-8.44565,11.04658,6.53682,3.67664
53,42,Mo,8.648719999999999,-1.690518,94.905837442,17.04742,15.16777,-2.24121,-4.25411,-7.73151,-11.62486,7.36911,8.631770000000001,-17.74596,10.21179,3.6054899999999996,6.3935699999999995
52,43,Tc,8.62269,-2.563596,94.907652287,18.557869999999998,13.38644,-1.8082500000000001,-7.68073,-6.94125,-11.50907,9.93434,4.89625,-26.424,11.496530000000002,5.65129,6.07835
51,44,Ru,8.58747,-5.117138,94.91040442,22.38367,11.228620000000001,-3.67384,-13.49184,-2.33265,-18.62145,8.94547,6.5884,-36.827,10.85917,0.332,8.99723
50,45,Rh,8.52537,-8.374706,94.915897895,25.471439999999998,9.31244,-4.77888,-18.744,-1.47126,-20.30966,13.50431,3.0459899999999998,,9.58691,0.82465,6.23149
49,46,Pd,8.42898,-10.369,94.924888512,27.108,7.32713,-4.15099,-23.335,5.328720000000001,-25.628,11.93495,4.34726,,9.75671,-2.1027600000000004,9.981700000000002
48,47,Ag,8.312,-12.966000000000001,94.93602,29.472,5.163,-3.452,,6.022,-27.528000000000002,15.259,0.784,,10.115,-0.153,9.049
47,48,Cd,8.167,,94.94994,,2.208,-3.125,,12.183,,14.562000000000001,1.51,,10.348,-4.636,13.596
61,35,Br,8.184000000000001,14.916,95.95903,6.906000000000001,,-9.607,23.191,,9.924,2.464,14.992,40.173,9.351,7.416,
60,36,Kr,8.330851000000001,8.274671,95.943016618,7.8745400000000005,30.854,-8.781,19.84448,-29.909,4.7405,4.99208,16.598,32.35917,5.031,4.6746099999999995,-6.718
59,37,Rb,8.408896,11.569808000000002,95.934133393,8.9342,28.532,-7.546460000000001,16.98155,-24.872,5.69388,3.53417,12.48441,24.24847,10.704229999999999,7.6457,-2.81772
58,38,Sr,8.521265,5.411738000000001,95.921712692,10.22108,26.15433,-6.57975,12.514690000000002,-24.05421,0.21337,5.87592,14.321629999999999,15.87072,6.349430000000001,4.5598,-3.14176
57,39,Y,8.569488,7.102951,95.915902953,12.12707,24.35105,-5.98837,7.26692,-19.73337,-0.74727,5.19836,10.50531,7.48574,11.22062,6.614,-0.06959
56,40,Zr,8.635327,0.163971,95.908277621,14.31216,21.171080000000003,-4.9963999999999995,3.35603,-17.608259999999998,-6.72391,7.85022,11.51897,0.6415299999999999,7.62342,3.65237,0.29339
55,41,Nb,8.628886000000001,3.1920590000000004,95.908101591,15.376389999999999,17.8293,-3.2112399999999997,0.21882,-11.68294,-5.96228,6.88788,7.2318500000000006,-5.915100000000001,12.37731,6.38327,4.27074
54,42,Mo,8.653986999999999,-2.9732420000000004,95.904674774,16.52345,16.10349,-2.7607600000000003,-2.7145,-10.42391,-10.844850000000001,9.15433,9.29759,-12.611469999999999,8.28499,3.28202,3.97356
53,43,Tc,8.614866000000001,0.258738,95.907866681,17.805950000000003,14.030510000000001,-1.79326,-6.13392,-6.324350000000001,-10.43521,7.8716099999999996,5.39875,-21.31,13.30324,5.84949,7.03761
52,44,Ru,8.609412,-6.392654,95.907588914,19.63941,12.244250000000001,-1.6967100000000002,-9.89697,-5.65748,-15.81108,10.693940000000001,7.348,-30.507,8.78875,2.38979,6.373100000000001
51,45,Rh,8.534673000000002,-3.504312,95.91445171,22.92274,10.10734,-3.1869400000000003,-15.17608,-0.95535,-17.79314,9.41843,3.51894,-41.797000000000004,13.60668,2.39305,9.56479
50,46,Pd,8.490020000000001,-11.671771000000001,95.918213744,26.223770000000002,8.177760000000001,-4.30712,-20.61,-0.01463,-24.658,14.28882,5.13177,,7.43501,-2.3075500000000004,6.67971
49,47,Ag,8.36029,-8.939,95.930743906,28.245,6.18196,-3.93746,-26.621000000000002,6.54,-25.952,12.986,1.83471,,12.301440000000001,-0.647,10.14657
48,48,Cd,8.259,-17.683,95.94034,31.576,4.049,-3.418,,7.104,,17.014,3.265,,7.547000000000001,-4.442,9.074
47,49,In,8.067,,95.959323,,0.059000000000000004,-3.185,,14.418000000000001,,,-1.451,,12.96,,14.023
62,35,Br,8.14,13.368,96.96344,6.4270000000000005,,,24.464000000000002,,10.953,3.963,,42.066,7.115,7.612,
61,36,Kr,8.269864,11.095645000000001,96.949088784,7.40721,31.542,-9.133000000000001,21.15796,,5.85954,2.41513,16.549,35.519169999999995,7.058,4.841,-4.974
60,37,Rb,8.376186,10.062317,96.937177118,8.770280000000001,29.326,-8.05382,17.60229,-27.645,6.3337,5.23611,12.728430000000001,27.08664,8.35058,7.69269,-5.473
59,38,Sr,8.471856,7.539969,96.926374776,9.604540000000002,27.00048,-6.87038,14.36121,-22.79075,1.68312,3.72861,14.51608,18.963240000000003,8.02084,4.84539,-1.58728
58,39,Y,8.541522,6.821237,96.918280286,11.055209999999999,24.80787,-5.9264399999999995,9.484350000000001,-22.056040000000003,1.2461099999999998,5.8568500000000006,10.48624,11.103,9.70893,7.5883400000000005,-1.91224
