N,Z,element,be_per_a,beta_decay_energy,atomic_mass,s2n,s2p,qa,q2b,qep,qbn,s1n,s1p,q4b,qda,qpa,qna
42,41,Nb,8.378988900000001,-11.273,82.93815,27.395,6.4779338,-2.2348911,-26.293,3.1622161,-25.314,13.875,1.2878181,,10.6223151,2.011,9.1816544
41,42,Mo,8.234,-15.02,82.950252,31.022000000000002,3.3930000000000002,-1.995,,9.985,,14.041,1.819,,10.731,-3.056,14.066
40,43,Tc,8.043000000000001,,82.966377,,-0.463,-2.094,,13.201,,,-1.7610000000000001,,10.851,,12.747
54,30,Zn,8.171,12.264000000000001,83.965829,5.659,35.688,-11.015,26.318,,9.356,3.611,18.729,44.118,4.61,4.944,-10.094
53,31,Ga,8.307525,14.054298900000001,83.952663,7.3060471,32.942,-9.84,21.759431799999998,-30.993000000000002,8.810987800000001,2.9083258,15.093,33.688958,8.9306309,6.969588,-6.538
52,32,Ge,8.4655244,7.7051329,83.93757509,8.8759962,30.4124171,-8.924731900000001,17.7992953,-29.147000000000002,3.4495782,5.2433111,16.1802777,24.2909101,5.4930972,4.3435816,-6.3023638
51,33,As,8.5479385,10.0941624,83.92930329000001,11.8907769,27.5007848,-9.0548095,11.9295262,-23.8854106,1.4156568999999999,4.255554699999999,12.166097,13.9054064,10.272314,5.302182200000001,-2.5792043
50,34,Se,8.6587935,1.8353638,83.918466761,14.496471600000001,25.110597600000002,-8.8373322,6.4916147,-22.2602594,-5.005327500000001,8.6785055,13.5673702,4.7018498,4.868503800000001,1.4496386,-4.0096333
49,35,Br,8.671329400000001,4.656251,83.916496417,16.427053800000003,22.2556091,-7.9934091,1.9758802000000002,-15.4027339,-5.863769100000001,6.8406913000000005,9.7315223,-3.8886551,10.5216077,3.4699799,0.39662189999999997
48,36,Kr,8.7174473,-2.6803708000000004,83.91149772708,17.9901863,19.4233924,-7.1047739000000005,-1.789765,-14.3877732,-11.4400239,10.52002,10.7145952,-11.017653200000002,5.7701383,0.4017606,-0.4039241
47,37,Rb,8.676224399999999,0.8906058000000001,83.914375223,19.713798,16.838240000000003,-6.2948654,-5.8645353,-8.0342245,-11.032677,8.7596532,7.057302300000001,-18.5651321,11.5436276,2.8012797000000003,3.8644784
46,38,Sr,8.6775132,-6.7551411,83.913419118,20.7821541,14.635727300000001,-5.1810413,-9.227888199999999,-7.947908000000001,-16.5152264,11.9232828,8.8679119,-26.479,6.2490394,-0.3288214,2.6930209
45,39,Y,8.5877812,-2.4727471000000003,83.92067106,21.972978,12.2845687,-4.1438787,-12.7005968,-2.1127709,-16.0540978,9.7600853,4.385794799999999,-36.194,12.8264302,2.4977501,7.2086667
44,40,Zr,8.5490301,-10.2278497,83.923325663,23.950265,9.989571900000001,-3.5351406,-17.252,-1.9130477000000001,-21.8800999,13.581350700000002,6.5049912,,7.3532123,-0.8447183,5.7528443
43,41,Nb,8.4179563,-7.024,83.934305711,25.527,7.7076872000000005,-2.4705958999999997,-23.493000000000002,3.7228585,-22.925,11.6522503,2.571154,,13.1310278,1.1946310000000002,10.1654783
42,42,Mo,8.325,-16.47,83.941846,29.943,5.134,-1.835,,4.453,-30.922,15.901,3.846,,8.35,-2.946,9.001
41,43,Tc,8.120000000000001,,83.959527,,0.46900000000000003,-1.705,,12.624,,14.452,-1.351,,13.38,-1.3760000000000001,14.307
55,30,Zn,8.09,14.644,84.973054,4.953,,-11.435,28.023,,10.923,1.341,18.669,47.314,6.001,5.494,-8.734
54,31,Ga,8.2535687,13.3793679,84.957333,6.6295664,33.932,-10.259,23.445093099999998,-33.313,10.333058300000001,3.7212406000000002,15.203000000000001,38.831419600000004,7.257000000000001,7.433956500000001,-8.368
53,32,Ge,8.401768899999999,10.0657253,84.942969658,8.2896207,31.411,-9.3486734,19.290218199999998,-28.582,4.6588233,3.0463096000000003,16.318261500000002,28.3569139,6.8445089,4.6713538,-5.1630643
52,33,As,8.5109851,9.2244929,84.932163658,9.662456700000002,28.5099656,-7.9861063,15.3863264,-26.3839867,4.687260500000001,5.4069020000000005,12.329687900000001,18.9781887,8.4980972,7.0899783,-4.6120244
51,34,Se,8.6103045,6.1618335,84.922260758,13.215738,26.0151449,-8.5468657,9.0666957,-21.554180799999997,-2.7018687,4.5372325,13.8490479,8.6896447,7.9664934999999995,2.5558376,-1.3521677
50,35,Br,8.673592600000001,2.9048622,84.915645758,15.7043935,23.484089100000002,-8.4670803,3.5918622,-20.0108814,-4.2074512,8.8637022,9.916718999999999,-0.7333472000000001,7.4758717,3.8824718,-2.8236489000000002
49,36,Kr,8.6985633,0.687,84.91252726,17.6323335,20.7177397,-7.5162375,-0.37705099999999997,-12.8215812,-9.7926842,7.112313400000001,10.9862174,-8.3051446,8.2441875,0.8823911000000001,1.7599565000000001
48,37,Rb,8.6974416,-1.0640509999999999,84.91178973604,19.2393374,17.7315617,-6.6152058,-4.325209399999999,-11.6732174,-9.5890784,10.4796842,7.0169664,-15.887656600000001,8.534109700000002,3.2885096,0.9777381
47,38,Sr,8.6757193,-3.2611584,84.912932041,20.448310300000003,15.6905885,-5.8320065,-7.9280936,-5.9529155000000005,-15.2801685,8.5250275,8.6332862,-23.5935294,8.6781567,-0.0514218,5.1349076
46,39,Y,8.628148600000001,-4.6669352,84.916433039,21.7790954,13.349433999999999,-4.8103435,-11.562447200000001,-5.3721278,-14.4917572,12.0190101,4.4815221,-31.992,9.666291300000001,3.0319863000000002,3.9920836
45,40,Zr,8.5640394,-6.895512,84.921443199,23.4061727,10.9555227,-4.0719778,-15.6654358,0.1854132,-20.052671699999998,9.824822000000001,6.5697279,-42.545,9.741283,-0.2470435,8.4812685
44,41,Nb,8.4737117,-8.7699238,84.928845836,24.80941,8.6519542,-2.9916814,-20.43,0.3257841,-20.181,13.157159700000001,2.1469631,,10.3427824,2.1984342999999997,7.4308155
43,42,Mo,8.361332,-11.66,84.938260736,27.312,6.176042900000001,-2.4102578,-26.879,6.6229607999999995,-27.881,11.411,3.6048889,,10.813957,-0.836,11.7507052
42,43,Tc,8.215,-15.22,84.950778,30.673000000000002,2.815,-1.9140000000000001,,8.055,,16.221,-1.031,,11.201,-0.616,11.606
41,44,Ru,8.027000000000001,,84.967117,,-1.1320000000000001,-1.595,,16.251,,,0.219,,11.4,,15.386000000000001
55,31,Ga,8.182,15.64,85.963757,5.809,34.618,-10.455,25.202,,11.292,2.087,15.949,41.872,8.781,7.394,-7.723
54,32,Ge,8.35463,9.5622229,85.946967,7.3941277,32.148,-9.5108824,21.103248500000003,-31.589000000000002,5.7179072,4.3478181000000005,16.9448389,33.865749199999996,5.4050166,4.721257,-7.463
53,33,As,8.4567215,11.541025600000001,85.936701532,9.2512176,29.4459554,-8.4563401,16.670111600000002,-26.5070618,5.380177300000001,3.8443157,13.1276939,23.7848529,9.8970926,6.878347799999999,-4.0586189
52,34,Se,8.5818224,5.129086,85.924311732,10.6980808,26.9326822,-7.5130159999999995,12.7625007,-24.6687196,0.0009851,6.1608484,14.6029943,14.0199245,6.0611999,4.030211400000001,-3.8803309
51,35,Br,8.632365900000002,7.6334147,85.918805432,13.991803,24.3566352,-7.951749700000001,7.1147412999999995,-19.732080300000003,-2.2232386,5.1281008,10.507587299999999,3.6508386,11.0262763,4.5723370999999995,-0.3165276
50,36,Kr,8.7120295,-0.5186734000000001,85.91061062468,16.968966799999997,21.8958875,-8.0966968,1.2574238,-18.141002,-9.1696533,9.8566533,11.979168600000001,-5.2966525,5.2282254,0.6121004000000001,-2.2787306
49,37,Rb,8.696901400000002,1.7760972,85.911167443,19.1306642,19.5418504,-7.6732418,-3.4639028,-11.4604952,-9.7150309,8.65098,8.555633,-13.612941800000002,10.4031497,2.107696,1.9131207
48,38,Sr,8.7084566,-5.24,85.90926072473,20.016155599999998,16.6616966,-6.356220599999999,-6.5540763,-10.3317302,-14.7522866,11.491128100000001,9.6447302,-20.4121727,5.9466818,-0.5884052000000001,1.1139457
47,39,Y,8.6384293,-1.3140763,85.914886095,21.5312967,14.102067400000001,-5.520203,-10.149039,-4.4047302,-14.179221799999999,9.5122866,5.4687812000000005,-27.713,12.0772875,2.3785709,5.4339417999999995
46,40,Zr,8.614052299999999,-8.8349627,85.916296814,22.689967499999998,11.8973853,-4.383877000000001,-13.8580964,-4.1547048,-19.7606574,12.8651454,7.4158631999999995,-38.199,6.6362228,-0.8992962,4.4749943000000005
45,41,Nb,8.5022231,-5.023133700000001,85.925781536,24.082854400000002,9.8175636,-3.4948791999999997,-17.564,1.4190995,-19.695618500000002,10.925694700000001,3.2478357,,12.9984384,1.641654,8.7180135
44,42,Mo,8.434717500000001,-12.541,85.931174092,26.083000000000002,7.2671771,-2.9217797,-24.341,1.7752979,-26.332,14.6724849,5.120214,,7.7937224,-1.6339616000000001,7.4471346
43,43,Tc,8.28,-11.8,85.944637,30.013,4.954,-2.186,,7.42,-29.011,13.792,1.35,,13.311,-0.366,11.689
42,44,Ru,8.133000000000001,,85.957305,,0.178,-1.825,,10.451,,17.211000000000002,1.209,,8.641,-3.586,12.216000000000001
56,31,Ga,8.124,14.72,86.969007,5.268,,-10.904,26.748,,12.459,3.181,16.097,45.022,6.941,7.824,-9.503
55,32,Ge,8.285,12.028,86.953204,6.609,33.068,-9.725,22.836000000000002,-30.818,7.301,2.262,17.119,37.119,6.865,5.368,-6.114
54,33,As,8.4138521,10.8082192,86.940291716,8.5713977,30.4517968,-8.7857008,18.2737719,-29.147000000000002,6.8139437,4.727082,13.5069579,28.979888,8.2163202,7.394576900000001,-5.877375
53,34,Se,8.529092,7.4655526000000005,86.928688616,10.155123900000001,27.8806481,-7.8746064,14.283398100000001,-24.3151771,1.1348104,3.9942756,14.7529542,18.4539437,7.4738263,4.2914906,-2.6312954
52,35,Br,8.6059105,6.817845500000001,86.920674016,11.458843100000001,25.2804755,-6.6472698,10.7061161,-22.2185068,1.3026725,6.3307421999999995,10.6774812,9.1267017,9.232766600000001,6.9201003000000005,-2.3917151
51,36,Kr,8.675284,3.8882706,86.913354759,15.3718264,22.8738281,-7.7939036,4.1705456000000005,-17.495326700000003,-6.033846400000001,5.515173,12.3662407,-1.3623843,8.576754600000001,1.9376186,0.8846018
50,37,Rb,8.7109843,0.2822749,86.909180529,18.573097,20.600265200000003,-8.0089963,-1.5794145000000002,-16.2545114,-8.1460198,9.922117,8.6210967,-10.723308600000001,7.5933462,2.7055990000000003,-1.1683050000000001
49,38,Sr,8.705236300000001,-1.8616894,86.90887749454,19.9194229,17.9776779,-7.314349,-5.5329299,-8.9033716,-13.6682947,8.4282947,9.422044900000001,-17.9952593,7.9980712,-0.2570467,3.2056709999999997
48,39,Y,8.6748451,-3.6712405,86.9108761,21.3188919,15.428988499999999,-6.3726635,-9.143894099999999,-7.5603555,-13.120681699999999,11.8066053,5.7842583,-25.3283355,8.7957097,2.4952484,2.3869897
47,40,Zr,8.6236545,-5.4726536,86.914817338,22.3145866,12.821799,-4.9744469,-12.462329400000002,-2.1130178,-18.2844039,9.449441199999999,7.3530178,-33.617,9.205791800000002,-0.5886521,6.948835900000001
46,41,Nb,8.5517579,-6.9896757,86.920692473,23.7374449,10.6103038,-4.0937368,-16.1844414,-1.8803642,-17.8348839,12.8117502,3.1944405000000002,,10.0115102,2.4112544,5.6663485
45,42,Mo,8.4624243,-9.1947656,86.928196198,25.517693,8.2875633,-3.3980735,-21.155,3.7952352,-23.386,10.8452082,5.0397275,,10.1056739,-0.8269195,10.1832771
44,43,Tc,8.3477449,-11.96,86.938067185,27.983,5.9883096,-2.5020572000000003,,4.1550381,-25.991,14.191,0.8680955,,10.5305158,1.344,9.150193100000001
43,44,Ru,8.201,,86.950907,31.242,2.798,-1.815,,11.092,,14.031,1.449,,10.831,-3.165,14.087
56,32,Ge,8.236,10.93,87.957574,6.2620000000000005,34.036,-10.114,24.365000000000002,,8.027000000000001,4.001,17.939,40.172000000000004,4.9510000000000005,5.089,-8.773
55,33,As,8.351,13.434000000000001,87.94584,7.63,31.268,-8.781,20.266000000000002,-28.869,7.905,2.903,14.148,32.159,9.661,7.538,-5.059
54,34,Se,8.495004499999999,6.831764000000001,87.93141749,9.5236641,29.0622186,-8.1606839,15.8070923,-27.583000000000002,1.9361641,5.5293885000000005,15.555260700000002,24.0374256,5.7887534,4.169004,-5.114374300000001
53,35,Br,8.563747900000001,8.9753282,87.92408329,11.2263421,26.3317598,-7.2873149999999995,11.8930373,-22.3870248,1.9222456,4.895599900000001,11.5788056,13.5830615,10.498014999999999,6.5617329,-1.8804130000000001
52,36,Kr,8.6568499,2.917709,87.914447879,12.5682557,23.7660623,-6.1684808,8.2303333,-20.5541338,-3.164812,7.0530826,13.0885812,3.9375784,6.6517728,3.7482382,-1.6312483
51,37,Rb,8.681115400000001,5.3126243,87.91131559,16.0046381,21.5546854,-7.250826,1.6900243000000001,-16.0062902,-5.800246100000001,6.082521,9.1884447,-6.4374494,11.367478499999999,3.7353914,1.6128761
50,38,Sr,8.732595799999999,-3.6226,87.905612253,19.541165099999997,19.233895,-7.9071994000000005,-4.2927549,-14.5010689,-12.974559800000002,11.1128704,10.612798300000001,-15.2350758,5.5361808,-0.8902329,-0.7948859
49,39,Y,8.6825396,-0.6701549,87.909501274,21.1585651,16.1299683,-6.9649700999999995,-8.1274737,-6.9901983,-13.023200300000001,9.351959800000001,6.707923399999999,-22.628727299999998,10.934878000000001,1.6683161,3.5147141000000004
48,40,Zr,8.6660339,-7.4573187,87.910220715,21.8024865,13.683716200000001,-5.4042094,-10.9423209,-6.0377685,-17.825699,12.3530453,7.8994578,-29.289,6.365033,-0.9226873000000001,3.1208181
47,41,Nb,8.5724013,-3.4850021000000004,87.918226476,23.1801305,11.4663974,-4.7020317,-14.5012536,-0.4421391,-17.358056,10.368380199999999,4.1133796,-39.311,12.5082754,1.8676962000000001,7.3169784
46,42,Mo,8.5239087,-11.016251500000001,87.921967779,24.718262,9.2954717,-3.6897767,-18.347,-0.6283775,-23.067819500000002,13.8730539,6.1010311,,7.1583148,-1.5428137,6.1350453
45,43,Tc,8.3898338,-7.331,87.933794211,26.243000000000002,7.1141829,-2.9013749,-24.810000000000002,4.9152204,-24.012,12.051568,2.0744553999999997,,13.1514326,0.703514,10.255784799999999
44,44,Ru,8.298,-17.479,87.941664,30.712,4.807,-2.594,,5.256,,16.681,3.939,,7.941,-3.626,8.817
43,45,Rh,8.09,,87.960429,,-0.132,-1.585,,13.541,,,-1.581,,13.621,-1.366,14.636000000000001
57,32,Ge,8.161,13.49,88.96453,5.593,,-10.365,25.952,,9.338000000000001,1.592,17.939,43.496,6.541,5.5840000000000005,-7.332
56,33,As,8.304,12.462,88.950048,7.055,32.238,-9.211,21.744,-31.429000000000002,9.283,4.152,14.299,35.182,7.771,7.734,-7.123
55,34,Se,8.4352799,9.281873,88.936669058,8.7089018,29.98,-8.2938875,17.543396100000002,-26.762,3.6522508,3.1795133,15.832,27.2166281,7.3363222,4.8338064,-3.9460695
54,35,Br,8.530780199999999,8.2615231,88.926704558,10.5252221,27.2343,-7.510035200000001,13.4381273,-25.114,3.3457060000000003,5.6296222,11.6790392,19.4369308,8.8626684,7.0929591,-3.6657196
53,36,Kr,8.6148158,5.1766042,88.917835449,11.968899799999999,24.6876039,-6.5470654,9.673231900000001,-19.9405624,-1.9981081,4.9158171,13.1087983,8.3421792,8.0666979,3.9605219000000003,-0.38621710000000004
52,37,Rb,8.6641895,4.496627800000001,88.912278136,13.2572333,22.3986554,-5.561836100000001,5.9988035,-18.2854025,-1.862088,7.1747123,9.3100743,-1.086644,9.7079392,6.4173324,-0.4337353
51,38,Sr,8.705923,1.5021757,88.907450808,17.4715862,20.077437699999997,-7.1536017,-1.3310527,-13.8067021,-9.9813158,6.3587158,10.888993000000001,-11.1940824,9.0995821,1.4020313000000002,2.7030517
50,39,Y,8.714011000000001,-2.8332285,88.905838156,20.835451300000003,17.691342799999997,-7.9687774000000005,-7.085447500000001,-12.391168799999999,-12.1536464,11.4834915,7.0785445000000005,-20.316345600000002,7.8796813000000006,1.6759528000000001,0.6822026
49,40,Zr,8.673386500000001,-4.2522191000000005,88.908879751,21.6734633,14.575839400000001,-6.1995999,-9.8630296,-4.245316,-16.777736700000002,9.320418,7.867916,-26.5085498,8.851220300000001,-0.7308187,5.2915282
48,41,Nb,8.6168184,-5.6108104999999995,88.913444696,22.8938979,12.1853097,-5.208539200000001,-13.230898,-3.6156970000000004,-16.0105197,12.525517599999999,4.2858519,-34.975,9.4321989,2.2073240000000003,4.3037473
47,42,Mo,8.5449851,-7.6200874999999995,88.919468149,24.272763100000002,10.2457397,-4.2646638999999995,-16.6455202,1.3249587,-21.4159607,10.3997092,6.1323601,,9.5703558,-1.0168282,8.6004815
46,43,Tc,8.450575800000001,-9.0254327,88.927648649,25.847441200000002,8.0983058,-3.5400884,-21.744,1.4877274,-21.127,13.7958732,1.9972747,,10.200767599999999,1.5801257000000002,7.385606300000001
45,44,Ru,8.340376000000001,-12.719,88.937337849,28.782,6.0625488999999995,-3.2845795,,7.028158,-29.581,12.101,3.9880935,,10.0314346,-1.935,11.3879053
44,45,Rh,8.189,,88.950992,,2.539,-2.226,,8.731,,16.862000000000002,-1.4000000000000001,,10.790000000000001,-1.016,11.566
58,32,Ge,8.109,12.52,89.969436,5.093,,-10.834,27.330000000000002,,9.988,3.501,,46.489000000000004,4.631,5.264,
57,33,As,8.24,14.81,89.955995,6.683,33.178,-9.655,23.01,,9.931000000000001,2.532,15.239,38.375,9.24,7.464,-6.474
56,34,Se,8.3957672,8.2000834,89.940096,8.0586556,30.859,-8.8252118,19.1590367,-30.049,4.4027306,4.8791424,16.559,30.1507221,5.36,4.681746,-6.564
55,35,Br,8.4781865,10.9589533,89.931292848,9.426975,28.129,-7.463072400000001,15.365266700000001,-24.759,4.4641704,3.7973528,12.2968788,22.4966062,10.594704100000001,7.2898818,-2.7359904000000004
54,36,Kr,8.591259899999999,4.4063133,89.919527929,11.4106001,25.6529984,-6.8810001000000005,10.9916854,-23.2558321,-1.3181787999999999,6.494783000000001,13.9739591,13.813287800000001,6.4675148,3.7964811,-2.8867244999999997
53,37,Rb,8.6315262,6.5853721,89.914797557,12.8992044,23.2275477,-6.1582273999999995,7.1313395,-18.3802725,-1.2278643999999999,5.724492100000001,10.1187493,3.295958,11.036529699999999,6.2080133,0.17251480000000002
52,38,Sr,8.6960043,0.5459674,89.90772787,14.1719522,20.8375915,-5.1101848,2.8216024,-16.704121400000002,-6.3110607000000005,7.8132364,11.5275172,-5.7784306,7.3688667,3.5109119,0.4049882
51,39,Y,8.6933778,2.2756350000000003,89.907141749,18.3405196,18.465849900000002,-6.1748256,-3.8353815,-12.073484700000002,-9.690256600000001,6.8570282,7.5768569,-15.7722161,12.1355235,3.2472193000000003,3.7472914
50,40,Zr,8.7099699,-6.1110165,89.904698755,21.286309600000003,15.4288606,-6.674363400000001,-8.600033,-9.8524919,-16.2181107,11.9658916,8.3503161,-23.888746200000003,6.2372885,-0.890105,1.7539314
49,41,Nb,8.633377000000001,-2.4890165000000004,89.911259201,22.6326118,12.9404441,-5.803346899999999,-11.936834600000001,-2.2392996,-15.7179047,10.1070942,5.0725281,-31.028000000000002,11.678150100000002,1.549671,6.0032585
48,42,Mo,8.5970285,-9.447818100000001,89.91393127,23.6285974,11.1215826,-4.628406699999999,-15.2887132,-2.5835116,-20.8489757,13.2288882,6.8357307,-40.463,6.7098477999999995,-1.4339662000000002,4.8210345
47,43,Tc,8.483360000000001,-5.8408951,89.924073919,25.1970308,9.131083199999999,-4.0155513,-19.091,2.6120874,-20.4265903,11.401157600000001,2.9987231000000003,,12.6726638,1.0241762,8.7961989
46,44,Ru,8.4097684,-13.25,89.930344378,26.687,6.7751902,-3.1977899,-25.174,2.842172,-27.304000000000002,14.5856952,4.7779155,,7.4973073999999995,-2.3296943000000003,7.6474183
45,45,Rh,8.254,-11.924,89.944569,30.916,4.541,-2.488,,8.472,,14.054,0.553,,13.417,-1.04,11.703
44,46,Pd,8.113,,89.95737,,-0.052000000000000005,-2.364,,11.371,,,1.348,,7.861,,11.667
58,33,As,8.189,14.08,90.960816,6.112,,-10.055,24.608,,11.229000000000001,3.581,15.318,41.245,7.251,7.884,-8.463000000000001
57,34,Se,8.3348382,10.527171599999999,90.9457,7.730367500000001,32.118,-9.415000000000001,20.393844,-29.399,5.3488583,2.8512251,16.879,33.0718198,6.6610000000000005,4.734,-5.414
56,35,Br,8.441924199999999,9.866672399999999,90.934398617,8.9756661,29.155,-7.9143037000000005,16.637747200000003,-27.406,5.780640000000001,5.1783133,12.5960497,25.2440196,8.5959041,7.640957,-5.011
55,36,Kr,8.5417519,6.7710748,90.923806309,10.5808154,26.559517500000002,-6.9727569,12.6779758,-22.4627221,0.32028100000000004,4.086032400000001,14.2626387,16.9216182,8.0111047,4.6060487000000006,-1.4433684
54,37,Rb,8.607562099999999,5.906901,90.916537261,12.175286,24.048719300000002,-6.2782791,8.6062724,-21.0337135,0.1345782,6.4507939,10.0747602,8.892979,9.501553,6.8103021,-1.3826791
53,38,Sr,8.663875899999999,2.6993714,90.910195942,13.5855592,21.6940972,-5.3673346,4.2436424,-15.981661200000001,-5.2263554,5.7723228,11.5753479,-1.4431154,8.7712561,3.8211101,1.6857481
52,39,Y,8.6849421,1.544271,90.907298048,14.7827549,19.2168644,-4.1784353,0.2867066,-14.2747192,-5.6500918,7.9257267,7.6893472,-10.3646636,10.5685125,6.434363,1.9040857000000002
51,40,Zr,8.693314899999999,-1.2575644,90.905640205,19.160254400000003,16.2645077,-5.4404314000000005,-5.6867579,-9.2336182,-13.3053793,7.1943628,8.6876508,-19.655759300000003,10.526417200000001,1.267492,5.672439000000001
50,41,Nb,8.670898300000001,-4.4291934,90.906990256,22.154909,13.5047675,-6.0445564,-10.651370199999999,-7.4300864,-14.536831399999999,12.047814899999999,5.1544514,-28.068,8.9507532,1.8549014,3.3074034
49,42,Mo,8.6136286,-6.222176800000001,90.91174519,23.3365262,11.9088025,-5.2866035,-13.9690014,-0.7252579,-19.555456,10.1076379,6.836274400000001,-36.039,9.1277275,-1.1732239,7.0664419
48,43,Tc,8.5366558,-7.7468246,90.918424972,24.734436900000002,9.938844800000002,-4.5370802999999995,-17.417,-0.6140977000000001,-19.1741743,13.333279200000002,3.1031142000000003,,9.739093800000001,1.5639508000000002,5.8312999
47,44,Ru,8.442928700000001,-9.67,90.92674153,26.0130449,7.8028307,-3.7799314,-22.07,4.6437105,-24.677,11.4273497,4.8041076,,9.8658309,-1.7054760000000002,10.0931224
46,45,Rh,8.328,-12.4,90.937123,29.062,5.753,-3.3040000000000003,,4.866,-26.931,15.007,0.975,,10.511000000000001,0.634,8.747
45,46,Pd,8.183,,90.950435,,2.378,-2.865,,11.425,,14.531,1.825,,10.192,-4.445,13.816
59,33,As,8.121,16.344,91.967386,5.532,,-10.414,25.853,,12.129,1.951,,44.393,8.801,7.524,
58,34,Se,8.290000000000001,9.509,91.94984,7.066,32.832,-9.629,22.046,,6.312,4.215,17.513,36.144,4.977,4.67,-8.037
57,35,Br,8.3849123,12.536516100000002,91.939631595,8.3751425,29.82,-8.208,18.5396371,-27.022000000000002,6.669843200000001,3.1968292000000003,12.941653800000001,28.5836819,10.2782173,7.6236411,-4.056
56,36,Kr,8.512675,6.003121,91.926173092,9.9527053,27.547048,-7.3100413,14.0980421,-25.4781699,0.9044019,5.866672899999999,14.9509983,19.6896952,5.9417845,4.3689979999999995,-4.130528
55,37,Rb,8.5694225,8.0949212,91.919728477,11.5495129,25.3500856,-6.4813982,10.044044900000001,-20.9541193,0.8081820000000001,5.098719,11.087446900000002,11.6808408,10.897616900000001,6.6274002,-0.851776
54,38,Sr,8.648907,1.9491237000000001,91.911038222,13.059062,22.4860534,-5.6009911,5.5916531,-19.182368,-4.5873678,7.2867392,12.411293200000001,3.9412164,7.2090091,3.7090832000000002,-0.685174
53,39,Y,8.6615894,3.6425294,91.908945752,14.4622183,20.0288638,-4.632405800000001,1.6367959,-14.3604169,-4.9922205,6.5364915,8.453515900000001,-5.8907914,11.845257400000001,6.2565872,2.5423065
52,40,Zr,8.692678299999999,-2.0057335000000003,91.905035336,15.8291127,17.086021100000004,-2.9623109,-1.6504367,-12.0960453,-9.8923143,8.634749900000001,9.3966739,-14.1578131,8.7486955,4.116233599999999,3.3964049000000003
51,41,Nb,8.662373100000002,0.3552968,91.90718858,19.9343957,14.5343202,-4.5791774,-7.5275873,-7.390940400000001,-12.3157743,7.8865808,5.8466694,-23.4541951,13.030064000000001,3.2887386000000003,6.9043141
50,42,Mo,8.6577312,-7.8828841,91.906807153,22.778709,12.6139819,-5.6046291,-12.5073763,-6.2019662,-18.8932478,12.671071,7.4595306,-32.029491900000004,6.5637507,-1.3187772,3.7157888
49,43,Tc,8.563544,-4.6244922,91.915269777,24.3436429,10.8421144,-5.1790638,-15.9266078,0.4233535,-18.757188300000003,11.010363700000001,4.0058399,-41.396,11.9576183,0.9532963,7.346453800000001
48,44,Ru,8.504774,-11.3021155,91.920234373,25.5600458,8.7066386,-4.0395737,-19.5221155,0.6186522999999999,-23.803,14.132696099999999,5.603524500000001,,7.1342925,-2.042299,6.3601355
47,45,Rh,8.3734211,-8.22,91.932367692,27.508,6.8523412,-3.7537096,-25.469,5.6985911,-24.901,12.501,2.0482336,,12.5955129,0.2343839,10.0421636
46,46,Pd,8.2755695,-17.249,91.941192225,31.212,4.4732363,-2.864,,6.171766400000001,,16.681,3.499,,7.566,-4.264,9.236730900000001
45,47,Ag,8.08,,91.95971,,0.47400000000000003,-3.095,,13.751,,,-1.351,,12.891,,13.767
59,34,Se,8.225,12.030000000000001,92.956135,6.422,,-10.245000000000001,23.276,,7.3020000000000005,2.208,17.769000000000002,39.226,6.3500000000000005,4.994,-6.743
58,35,Br,8.345598599999999,11.245767299999999,92.94322,7.9255699,30.969,-8.785,19.729665,-29.799,7.807775400000001,4.7287407,13.455,31.336920300000003,8.400701699999999,7.7740428,-6.253
57,36,Kr,8.4581085,8.4838977,92.931147172,9.304664800000001,28.1338148,-7.5685199,15.9498411,-24.701,2.5651289999999998,3.4379919,15.192161,22.9860252,7.6821059,4.7283588,-2.6893775
56,37,Rb,8.5409209,7.4659434000000005,92.922039334,11.0174877,26.090541,-6.7705447,11.607255199999999,-23.6760588,2.1761525,5.918768699999999,11.1395426,14.5929398,9.0648806,7.2034145,-2.9731918999999998
55,38,Sr,8.612787500000001,4.1413118,92.914024314,12.5765301,23.689812000000003,-5.9749649,7.036184100000001,-18.6054861,-3.3406672,5.2897909,12.602365100000002,6.721235399999999,8.370012000000001,4.1437843999999995,0.519818
54,39,Y,8.6489054,2.8948723,92.909578434,14.0184706,21.0600489,-4.9396726,2.9856845,-16.7436769,-3.8394496,7.481979000000001,8.6487557,-0.6210393000000001,10.1356012,6.5878446,0.7848196000000001
53,40,Zr,8.6716207,0.0908123,92.906470661,15.3690718,18.0480202,-3.3379171000000003,-0.31494869999999997,-11.543628,-8.7400554,6.7343219,9.5945043,-9.9053044,9.940100300000001,4.2389398,4.4753194
52,41,Nb,8.6641849,-0.4057609,92.90637317,16.7174485,15.4394611,-1.9265536,-3.6067238,-9.6853166,-8.475570900000001,8.8308677,6.0427872,-18.2010304,11.393559100000001,6.4237625,4.930474500000001
51,42,Mo,8.6514095,-3.2009629,92.906808772,20.740881,13.489429099999999,-4.3540211,-9.5903558,-5.6370262,-15.9526941,8.06981,7.6427597,-27.825269400000003,10.5417556,0.718507,7.6118705
50,43,Tc,8.6085782,-6.3893929,92.910245147,23.7620949,11.5460306,-5.4052773,-14.5943065,-4.4417968000000005,-17.3762234,12.7517312,4.0865001,-37.207,9.313525100000001,1.4304534000000002,4.7018169
